recordDate,fiscalQuarter,productionDept,dayOfWeek,team,plannedEfficiency,standardMinuteValue,workInProgress,overtimeMinutes,performanceBonus,idleMinutes,idleWorkers,styleChangeCount,workerCount,efficiencyScore,idleOccurred
2015-01-18,Q3,Stitching Unit,Sunday,Line-S1,0.8,49.1,1252.5,10350,24,0.0,0,No Style Change,57.5,0.403242161,0
2015-02-04,Q1,Stitching Unit,Wednesday,Line-F1,0.5499999999999998,30.1,800.5,6060,23,150.0,15,No Style Change,55.5,0.350706422,1
2015-02-17,Q3,Stitching Unit,Tuesday,Line-Q2,0.65,18.22,800.5,0,0,8.0,35,Minor Style Revision,49.0,0.302117347,1
2015-01-31,Q5, Finishing & Quality ,Saturday,Line-P2,0.75,4.08,1039.0,1080,0,0.0,0,No Style Change,9.0,0.971866667,0
2015-02-17,Q3,Finishing & Quality,Tuesday,Line-P2,0.8,5.13,1039.0,1080,0,0.0,0,No Style Change,9.0,0.9025,0
2015-01-25,Q4,Stitching Unit,Sunday,Line-S3,0.75,22.52,1252.5,10350,55,0.0,0,No Style Change,57.5,0.800513307,0
2015-02-11,Q2,Stitching Unit,Wednesday,Line-S2,0.8,22.52,1252.5,0,90,0.0,0,No Style Change,57.5,1.000344928,0
2015-01-04,Q1, Finishing & Quality ,Sunday,Line-P1,0.75,4.15,1039.0,960,0,0.0,0,No Style Change,8.0,0.345833333,0
2015-02-25,Q4,Finishing & Quality,Wednesday,Line-S2,0.7,3.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.440375,0
2015-01-06,Q1,Stitching Unit,Tuesday,Line-S2,0.8,28.08,800.5,10350,50,0.0,0,No Style Change,57.5,0.800594466,0
2015-02-19,Q3,Finishing & Quality,Thursday,Line-S2,0.8,5.13,1039.0,3600,0,0.0,0,No Style Change,15.0,0.710125,0
2015-03-07,Q1,Finishing & Quality,Saturday,Line-F1,0.7,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.664875,0
2015-01-20,Q3, Finishing & Quality ,Tuesday,Line-P1,0.7,4.15,1039.0,2700,0,0.0,0,No Style Change,15.0,0.362666667,0
2015-02-25,Q4,Stitching Unit,Wednesday,Line-F1,0.8,30.1,800.5,4080,50,0.0,0,Minor Style Revision,59.0,0.800808642,0
2015-01-17,Q3, Finishing & Quality ,Saturday,Line-Q2,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.974621212,0
2015-02-09,Q2,Stitching Unit,Monday,Line-Q1,0.8,29.12,1073.0,6960,50,0.0,0,No Style Change,58.0,0.799963218,0
2015-02-08,Q2,Finishing & Quality,Sunday,Line-P2,0.8,4.08,1039.0,1080,0,0.0,0,No Style Change,9.0,0.891555556,0
2015-01-21,Q3,Stitching Unit,Wednesday,Line-Q2,0.7,22.52,1206.0,10080,75,0.0,0,No Style Change,56.0,0.800020563,0
2015-02-17,Q3,Stitching Unit,Tuesday,Line-S1,0.8,22.52,1252.5,6840,113,0.0,0,No Style Change,57.0,1.000230409,0
2015-02-01,Q1, Finishing & Quality ,Sunday,Line-S1,0.75,3.94,1039.0,2280,0,0.0,0,No Style Change,19.0,0.950438596,0
2015-02-08,Q2,Stitching Unit,Sunday,Line-F2,0.7,30.1,800.5,7020,0,0.0,0,No Style Change,58.5,0.700618234,0
2015-01-29,Q5, Finishing & Quality ,Thursday,Line-Q2,0.8,3.94,1039.0,1200,0,0.0,0,No Style Change,10.0,0.85695,0
2015-02-11,Q2,Stitching Unit,Wednesday,Line-F2,0.75,30.1,800.5,7380,56,0.0,0,No Style Change,59.5,0.750406233,0
2015-01-11,Q2,Stitching Unit,Sunday,Line-S2,0.8,28.08,805.0,10530,63,0.0,0,No Style Change,58.5,0.8,0
2015-02-25,Q4,Finishing & Quality,Wednesday,Line-P2,0.8,4.6,1039.0,1800,0,0.0,0,No Style Change,15.0,0.899555556,0
2015-02-12,Q2,Finishing & Quality,Thursday,Line-S2,0.8,3.94,1039.0,2160,0,0.0,0,No Style Change,18.0,0.601944444,0
2015-01-07,Q1, Finishing & Quality ,Wednesday,Line-F1,0.8,3.94,1039.0,4440,0,0.0,0,No Style Change,18.0,0.827186544,0
2015-01-21,Q3, Finishing & Quality ,Wednesday,Line-P1,0.7,4.15,1039.0,2700,0,0.0,0,No Style Change,9.0,0.470769231,0
2015-01-14,Q2, Finishing & Quality ,Wednesday,Line-F1,0.5499999999999998,4.3,1039.0,2700,0,0.0,0,No Style Change,8.0,0.908080808,0
2015-02-26,Q4,Finishing & Quality,Thursday,Line-S3,0.8,4.6,1039.0,6300,0,0.0,0,No Style Change,15.0,0.921703704,0
2015-03-02,Q1,Stitching Unit,Monday,Line-F3,0.75,18.79,947.0,2880,34,0.0,0,No Style Change,33.0,0.750797009,0
2015-02-03,Q1,Stitching Unit,Tuesday,Line-Q1,0.75,29.12,1070.0,6960,34,0.0,0,No Style Change,58.0,0.750593103,0
2015-03-11,Q2,Finishing & Quality,Wednesday,Line-Q2,0.75,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.628333333,0
2015-02-11,Q2,Stitching Unit,Wednesday,Line-P2,0.8,15.26,854.0,4080,50,0.0,0,No Style Change,34.0,0.800401961,0
2015-01-15,Q3, Finishing & Quality ,Thursday,Line-S1,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.884261364,0
2015-01-28,Q4,Stitching Unit,Wednesday,Line-S2,0.8,22.52,1252.5,6840,90,0.0,0,No Style Change,57.0,1.000230409,0
2015-03-10,Q2,Finishing & Quality,Tuesday,Line-P1,0.8,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.758229167,0
2015-01-20,Q3,Stitching Unit,Tuesday,Line-C2,0.8,25.9,1252.5,10170,50,0.0,0,No Style Change,56.5,0.800128721,0
2015-02-08,Q2,Stitching Unit,Sunday,Line-Q1,0.8,29.12,909.0,6960,50,0.0,0,No Style Change,58.0,0.799963218,0
2015-02-01,Q1, Finishing & Quality ,Sunday,Line-Q2,0.8,3.94,1039.0,1200,0,0.0,0,No Style Change,10.0,0.8865,0
2015-03-02,Q1,Stitching Unit,Monday,Line-S1,0.65,26.66,1252.5,6840,65,0.0,0,No Style Change,57.0,0.800579532,0
2015-01-11,Q2,Stitching Unit,Sunday,Line-Q2,0.8,28.08,800.5,10530,38,0.0,0,No Style Change,58.5,0.8,0
2015-01-08,Q2,Stitching Unit,Thursday,Line-S3,0.8,19.87,857.0,9900,50,0.0,0,No Style Change,55.0,0.800273829,0
2015-03-10,Q2,Finishing & Quality,Tuesday,Line-Q1,0.75,2.9,1039.0,1800,0,0.0,0,No Style Change,15.0,0.821666667,0
2015-02-14,Q2,Stitching Unit,Saturday,Line-C1,0.7,30.1,957.0,7200,0,0.0,0,Minor Style Revision,60.0,0.602,0
2015-03-08,Q2,Finishing & Quality,Sunday,Line-F2,0.5499999999999998,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.857916667,0
2015-01-05,Q1, Finishing & Quality ,Monday,Line-C1,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.676666667,0
2015-01-28,Q4,Stitching Unit,Wednesday,Line-F2,0.6,20.79,1045.0,6960,88,0.0,0,No Style Change,58.0,0.800534483,0
2015-02-16,Q3,Finishing & Quality,Monday,Line-P2,0.8,4.08,1039.0,1080,0,0.0,0,No Style Change,9.0,0.891555556,0
2015-02-14,Q2,Stitching Unit,Saturday,Line-F2,0.75,30.1,800.5,7140,56,0.0,0,No Style Change,59.0,0.750392157,0
2015-01-03,Q1,Stitching Unit,Saturday,Line-F2,0.8,11.61,800.5,7080,50,0.0,0,No Style Change,31.5,0.800148649,0
2015-01-28,Q4, Finishing & Quality ,Wednesday,Line-S2,0.8,3.94,1039.0,1800,0,0.0,0,No Style Change,15.0,0.902222222,0
2015-01-10,Q2,Stitching Unit,Saturday,Line-P1,0.5499999999999998,12.52,800.5,9540,38,0.0,0,No Style Change,53.0,0.673245283,0
2015-01-14,Q2,Stitching Unit,Wednesday,Line-P2,0.8,11.61,1159.0,2970,50,0.0,0,No Style Change,31.5,0.800313433,0
2015-01-18,Q3,Stitching Unit,Sunday,Line-Q2,0.7,22.52,1002.0,10080,40,0.0,0,No Style Change,56.0,0.700094156,0
2015-01-20,Q3,Stitching Unit,Tuesday,Line-P1,0.7,14.89,1252.5,10260,50,0.0,0,No Style Change,57.0,0.700170388,0
2015-01-19,Q3, Finishing & Quality ,Monday,Line-Q2,0.7,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.538399621,0
2015-01-17,Q3,Stitching Unit,Saturday,Line-C1,0.8,25.9,1252.5,10170,50,0.0,0,No Style Change,56.5,0.800128721,0
2015-02-26,Q4,Finishing & Quality,Thursday,Line-F2,0.8,4.6,1039.0,7560,0,0.0,0,No Style Change,18.0,0.921604938,0
2015-01-06,Q1,Stitching Unit,Tuesday,Line-C2,0.8,25.9,1083.0,10170,38,0.0,0,No Style Change,56.5,0.800128721,0
2015-01-27,Q4, Finishing & Quality ,Tuesday,Line-P2,0.7,4.15,1039.0,1080,0,0.0,0,No Style Change,9.0,0.823555556,0
2015-03-03,Q1,Stitching Unit,Tuesday,Line-C2,0.75,29.4,800.5,6840,56,0.0,0,No Style Change,57.0,0.750473684,0
2015-02-24,Q4,Stitching Unit,Tuesday,Line-F1,0.8,30.1,901.0,6480,50,0.0,0,Minor Style Revision,59.0,0.800071839,0
2015-02-04,Q1,Stitching Unit,Wednesday,Line-S2,0.8,22.52,1252.5,6900,100,0.0,0,No Style Change,57.5,1.05028058,0
2015-02-09,Q2,Stitching Unit,Monday,Line-S1,0.8,22.52,1252.5,3600,70,0.0,0,No Style Change,57.0,0.900509044,0
2015-02-11,Q2,Stitching Unit,Wednesday,Line-S3,0.8,22.52,800.5,6840,0,0.0,0,Minor Style Revision,57.0,0.536901754,0
2015-02-16,Q3,Stitching Unit,Monday,Line-C1,0.7,30.1,800.5,600,30,0.0,0,Minor Style Revision,59.0,0.700459889,0
2015-02-14,Q2,Stitching Unit,Saturday,Line-P2,0.8,15.26,942.0,4080,63,0.0,0,No Style Change,34.0,0.800401961,0
2015-02-19,Q3,Finishing & Quality,Thursday,Line-F2,0.75,5.13,1039.0,1920,0,0.0,0,No Style Change,8.0,0.631354167,0
2015-01-05,Q1,Stitching Unit,Monday,Line-Q1,0.8,26.16,1227.0,7080,75,0.0,0,No Style Change,59.0,0.850569492,0
2015-03-04,Q1,Stitching Unit,Wednesday,Line-S1,0.7,26.82,1252.5,6960,50,0.0,0,No Style Change,58.0,0.750651724,0
2015-03-07,Q1,Finishing & Quality,Saturday,Line-P1,0.8,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.657083333,0
2015-02-19,Q3,Stitching Unit,Thursday,Line-S2,0.65,30.33,841.0,6840,0,0.0,0,Minor Style Revision,57.0,0.585315789,0
2015-03-05,Q1,Stitching Unit,Thursday,Line-F1,0.7,26.82,1117.0,7080,50,0.0,0,No Style Change,59.0,0.750050847,0
2015-03-11,Q2,Finishing & Quality,Wednesday,Line-C2,0.7,3.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.625625,0
2015-01-18,Q3,Stitching Unit,Sunday,Line-F3,0.8,11.41,1140.0,5490,63,0.0,0,No Style Change,30.5,0.800343766,0
2015-01-14,Q2,Stitching Unit,Wednesday,Line-Q2,0.5499999999999998,22.4,947.0,3390,23,0.0,0,No Style Change,56.5,0.499980334,0
2015-02-26,Q4,Stitching Unit,Thursday,Line-Q2,0.7,21.82,1252.5,3240,0,0.0,0,Minor Style Revision,52.0,0.700251773,0
2015-02-25,Q4,Finishing & Quality,Wednesday,Line-Q2,0.7,2.9,1039.0,1200,0,0.0,0,No Style Change,10.0,0.845833333,0
2015-01-18,Q3,Stitching Unit,Sunday,Line-S2,0.65,22.94,1025.0,10170,26,0.0,0,No Style Change,56.5,0.650243497,0
2015-01-31,Q5, Finishing & Quality ,Saturday,Line-F2,0.7,3.94,1039.0,240,0,0.0,0,No Style Change,2.0,0.971866667,0
2015-01-13,Q2,Stitching Unit,Tuesday,Line-S1,0.8,26.16,1073.0,10620,75,0.0,0,No Style Change,59.0,0.850502311,0
2015-01-22,Q4,Stitching Unit,Thursday,Line-C2,0.8,40.99,980.0,10770,30,0.0,0,No Style Change,56.5,0.555500132,0
2015-01-13,Q2,Stitching Unit,Tuesday,Line-F2,0.7,20.79,1252.5,10440,0,0.0,0,No Style Change,58.0,0.526810345,0
2015-03-07,Q1,Stitching Unit,Saturday,Line-P1,0.8,11.41,800.5,3420,50,0.0,0,No Style Change,58.0,0.800034503,0
2015-02-23,Q4,Finishing & Quality,Monday,Line-S2,0.8,5.13,1039.0,960,0,0.0,0,No Style Change,8.0,0.36871875,0
2015-03-04,Q1,Stitching Unit,Wednesday,Line-S3,0.8,29.4,1169.0,6840,63,0.0,0,No Style Change,57.0,0.800333333,0
2015-01-18,Q3,Stitching Unit,Sunday,Line-Q1,0.8,26.16,1252.5,3660,50,0.0,0,No Style Change,59.0,0.800015009,0
2015-03-08,Q2,Finishing & Quality,Sunday,Line-P2,0.8,4.6,1039.0,1080,0,0.0,0,No Style Change,9.0,0.945555556,0
2015-02-09,Q2,Stitching Unit,Monday,Line-F3,0.75,18.79,800.5,4080,0,0.0,0,No Style Change,34.0,0.612517157,0
2015-02-15,Q3,Finishing & Quality,Sunday,Line-S2,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,1.108125,0
2015-02-24,Q4,Stitching Unit,Tuesday,Line-P1,0.75,11.61,800.5,3360,34,0.0,0,Major Design Shift,57.0,0.750437269,0
2015-03-09,Q2,Stitching Unit,Monday,Line-P2,0.8,15.26,1132.0,4080,63,0.0,0,No Style Change,34.0,0.800401961,0
2015-01-14,Q2,Stitching Unit,Wednesday,Line-F3,0.8,11.61,972.0,5670,38,0.0,0,No Style Change,31.5,0.800246753,0
2015-02-14,Q2,Finishing & Quality,Saturday,Line-S1,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,12.0,0.796208333,0
2015-03-08,Q2,Finishing & Quality,Sunday,Line-S2,0.7,3.9,1039.0,1200,0,0.0,0,No Style Change,10.0,0.884,0
2015-01-05,Q1,Stitching Unit,Monday,Line-P1,0.8,19.31,800.5,4800,50,0.0,0,No Style Change,55.0,0.800250962,0
2015-01-06,Q1,Stitching Unit,Tuesday,Line-S3,0.8,19.87,963.0,9900,50,0.0,0,No Style Change,55.0,0.800273829,0
2015-02-01,Q1,Stitching Unit,Sunday,Line-S2,0.8,22.52,1252.5,6900,113,0.0,0,No Style Change,57.5,1.000671304,0
2015-01-03,Q1, Finishing & Quality ,Saturday,Line-S2,0.8,4.15,1039.0,960,0,0.0,0,No Style Change,8.0,0.782447917,0
2015-03-11,Q2,Finishing & Quality,Wednesday,Line-P1,0.8,2.9,1039.0,2400,0,0.0,0,No Style Change,10.0,0.874027778,0
2015-02-10,Q2,Finishing & Quality,Tuesday,Line-F3,0.75,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.628333333,0
2015-01-26,Q4,Stitching Unit,Monday,Line-Q2,0.75,22.52,1250.0,10080,55,0.0,0,No Style Change,56.0,0.800020563,0
2015-01-26,Q4,Stitching Unit,Monday,Line-S3,0.75,22.52,1252.5,10260,69,0.0,0,No Style Change,57.0,0.80035194,0
2015-01-15,Q3, Finishing & Quality ,Thursday,Line-F1,0.5499999999999998,4.3,1039.0,3600,0,0.0,0,No Style Change,20.0,0.988636364,0
2015-01-12,Q2,Stitching Unit,Monday,Line-S3,0.8,19.87,941.0,9900,0,0.0,0,No Style Change,55.0,0.800273829,0
2015-02-02,Q1,Stitching Unit,Monday,Line-Q1,0.75,29.12,1252.5,6960,55,0.0,0,No Style Change,58.0,0.799963218,0
2015-02-17,Q3,Stitching Unit,Tuesday,Line-C2,0.6,29.4,800.5,0,23,5.0,30,Major Design Shift,58.0,0.600982906,1
2015-02-03,Q1, Finishing & Quality ,Tuesday,Line-S1,0.8,3.94,1039.0,1200,0,0.0,0,No Style Change,10.0,0.99485,0
2015-01-21,Q3,Stitching Unit,Wednesday,Line-P2,0.6,15.26,1245.0,6360,23,0.0,0,No Style Change,34.0,0.60017284,0
2015-02-09,Q2,Stitching Unit,Monday,Line-S2,0.8,22.52,1252.5,360,70,0.0,0,No Style Change,57.0,0.900477825,0
2015-01-05,Q1, Finishing & Quality ,Monday,Line-F2,0.6,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.759270833,0
2015-01-06,Q1, Finishing & Quality ,Tuesday,Line-S1,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.936496212,0
2015-01-31,Q5,Stitching Unit,Saturday,Line-P2,0.75,15.26,1209.0,4200,45,0.0,0,No Style Change,35.0,0.750646667,0
2015-01-05,Q1,Stitching Unit,Monday,Line-F2,0.6,21.98,800.5,6960,23,0.0,0,No Style Change,58.0,0.600028736,0
2015-01-27,Q4,Stitching Unit,Tuesday,Line-S3,0.75,22.52,1252.5,6840,119,0.0,0,No Style Change,57.0,1.000230409,0
2015-03-09,Q2,Stitching Unit,Monday,Line-S3,0.8,30.1,964.0,5160,50,0.0,0,Minor Style Revision,58.0,0.800842424,0
2015-03-02,Q1,Finishing & Quality,Monday,Line-Q1,0.75,2.9,1039.0,1200,0,0.0,0,No Style Change,10.0,0.8004,0
2015-02-25,Q4,Finishing & Quality,Wednesday,Line-C1,0.75,4.6,1039.0,960,0,0.0,0,No Style Change,8.0,0.676666667,0
2015-03-05,Q1,Finishing & Quality,Thursday,Line-S1,0.7,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.812625,0
2015-02-12,Q2,Finishing & Quality,Thursday,Line-C2,0.5499999999999998,4.15,1039.0,1440,0,0.0,0,No Style Change,12.0,0.755486111,0
2015-01-25,Q4, Finishing & Quality ,Sunday,Line-C2,0.8,2.9,1039.0,720,0,0.0,0,No Style Change,4.0,0.329545455,0
2015-02-01,Q1, Finishing & Quality ,Sunday,Line-F1,0.8,4.3,1039.0,1440,0,0.0,0,No Style Change,12.0,0.845069444,0
2015-02-01,Q1, Finishing & Quality ,Sunday,Line-C1,0.7,3.94,1039.0,2160,0,0.0,0,No Style Change,18.0,0.892194444,0
2015-02-05,Q1,Stitching Unit,Thursday,Line-P1,0.75,10.05,800.5,2520,34,0.0,0,No Style Change,26.0,0.7504,0
2015-01-20,Q3,Stitching Unit,Tuesday,Line-C1,0.5499999999999998,22.94,1252.5,10080,30,0.0,0,No Style Change,56.0,0.400332792,0
2015-01-12,Q2, Finishing & Quality ,Monday,Line-S2,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.880530303,0
2015-01-27,Q4, Finishing & Quality ,Tuesday,Line-C2,0.65,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.845458333,0
2015-02-26,Q4,Stitching Unit,Thursday,Line-S1,0.5499999999999998,26.66,1164.0,6600,23,0.0,0,Major Design Shift,55.0,0.378895152,0
2015-01-01,Q1,Stitching Unit,Thursday,Line-C1,0.8,25.9,984.0,6720,38,0.0,0,No Style Change,56.0,0.800125,0
2015-01-18,Q3,Stitching Unit,Sunday,Line-S3,0.65,22.52,1138.0,10170,35,0.0,0,No Style Change,56.5,0.650416734,0
2015-02-04,Q1,Finishing & Quality,Wednesday,Line-Q1,0.75,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.755166667,0
2015-01-24,Q4,Stitching Unit,Saturday,Line-F3,0.8,11.61,1009.0,5640,63,0.0,0,No Style Change,32.0,0.800537143,0
2015-03-03,Q1,Finishing & Quality,Tuesday,Line-S1,0.7,3.94,1039.0,3360,0,0.0,0,No Style Change,8.0,0.555430556,0
2015-02-04,Q1,Stitching Unit,Wednesday,Line-S1,0.8,22.52,1252.5,6900,88,0.0,0,No Style Change,57.5,0.900147246,0
2015-03-04,Q1,Finishing & Quality,Wednesday,Line-C1,0.8,4.6,1039.0,8400,0,0.0,0,No Style Change,20.0,0.684888889,0
2015-01-07,Q1, Finishing & Quality ,Wednesday,Line-S1,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.951420455,0
2015-01-31,Q5,Stitching Unit,Saturday,Line-Q1,0.75,29.12,1082.0,6840,81,0.0,0,No Style Change,57.0,0.850610526,0
2015-03-11,Q2,Finishing & Quality,Wednesday,Line-F2,0.7,3.94,1039.0,1440,0,0.0,0,No Style Change,12.0,0.75885,0
2015-01-05,Q1, Finishing & Quality ,Monday,Line-P1,0.8,3.94,1039.0,2400,0,0.0,0,No Style Change,10.0,0.939513889,0
2015-01-17,Q3, Finishing & Quality ,Saturday,Line-S1,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.884261364,0
2015-03-09,Q2,Stitching Unit,Monday,Line-S2,0.7,16.1,817.0,5520,30,0.0,0,Minor Style Revision,45.0,0.700516224,0
2015-01-14,Q2, Finishing & Quality ,Wednesday,Line-P1,0.8,4.15,1039.0,1980,0,0.0,0,No Style Change,7.0,0.934607438,0
2015-01-13,Q2,Stitching Unit,Tuesday,Line-C2,0.8,25.9,1211.0,10260,60,0.0,0,No Style Change,57.0,0.850252525,0
2015-01-08,Q2, Finishing & Quality ,Thursday,Line-P1,0.8,4.15,1039.0,900,0,0.0,0,No Style Change,5.0,0.515606061,0
2015-03-08,Q2,Stitching Unit,Sunday,Line-S3,0.8,30.1,1252.5,3360,50,0.0,0,Minor Style Revision,57.0,0.800511068,0
2015-01-22,Q4,Stitching Unit,Thursday,Line-F1,0.75,22.52,800.5,10080,81,0.0,0,No Style Change,56.0,0.849983766,0
2015-01-07,Q1,Stitching Unit,Wednesday,Line-P2,0.8,11.61,1120.0,5670,50,0.0,0,No Style Change,31.5,0.800246753,0
2015-02-24,Q4,Stitching Unit,Tuesday,Line-P2,0.8,15.26,1062.0,4080,50,0.0,0,No Style Change,34.0,0.800401961,0
2015-01-14,Q2,Stitching Unit,Wednesday,Line-S1,0.8,26.16,1092.0,10620,63,0.0,0,No Style Change,59.0,0.800117103,0
2015-03-10,Q2,Finishing & Quality,Tuesday,Line-S3,0.8,4.6,1039.0,1440,0,0.0,0,No Style Change,12.0,0.894444444,0
2015-01-01,Q1,Stitching Unit,Thursday,Line-S1,0.75,28.08,800.5,6900,45,0.0,0,No Style Change,57.5,0.750427826,0
2015-01-26,Q4, Finishing & Quality ,Monday,Line-P2,0.7,4.08,1039.0,1620,0,0.0,0,No Style Change,9.0,0.769292929,0
2015-02-22,Q4,Stitching Unit,Sunday,Line-P2,0.8,15.26,1103.0,4080,63,0.0,0,No Style Change,34.0,0.800401961,0
2015-01-22,Q4,Stitching Unit,Thursday,Line-Q1,0.5499999999999998,29.12,970.0,10440,30,0.0,0,No Style Change,58.0,0.500547544,0
2015-02-05,Q1,Stitching Unit,Thursday,Line-S3,0.8,22.52,1063.0,6840,100,0.0,0,No Style Change,57.0,0.950185965,0
2015-01-27,Q4, Finishing & Quality ,Tuesday,Line-F2,0.5499999999999998,4.15,1039.0,1440,0,0.0,0,No Style Change,12.0,0.926388889,0
2015-03-07,Q1,Stitching Unit,Saturday,Line-S2,0.65,16.1,800.5,4200,0,0.0,0,Minor Style Revision,45.0,0.65024031,0
2015-01-08,Q2, Finishing & Quality ,Thursday,Line-C1,0.8,2.9,1039.0,1440,0,0.0,0,No Style Change,8.0,0.681060606,0
2015-01-29,Q5,Stitching Unit,Thursday,Line-F1,0.8,22.52,1252.5,6900,88,0.0,0,No Style Change,57.5,0.9008,0
2015-03-09,Q2,Finishing & Quality,Monday,Line-S2,0.7,3.9,1039.0,0,1200,0.0,0,No Style Change,10.0,0.6825,0
2015-01-31,Q5,Stitching Unit,Saturday,Line-F3,0.6,18.79,800.5,3960,23,0.0,0,No Style Change,33.0,0.600710606,0
2015-01-11,Q2,Stitching Unit,Sunday,Line-C2,0.8,25.9,1209.0,10170,60,0.0,0,No Style Change,56.5,0.850136766,0
2015-03-10,Q2,Finishing & Quality,Tuesday,Line-S1,0.75,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.880754167,0
2015-02-10,Q2,Stitching Unit,Tuesday,Line-S1,0.8,22.52,1252.5,0,88,0.0,0,No Style Change,57.0,0.90047076,0
2015-02-03,Q1,Stitching Unit,Tuesday,Line-S1,0.8,22.52,1252.5,6900,113,0.0,0,No Style Change,57.5,1.000018551,0
2015-03-11,Q2,Stitching Unit,Wednesday,Line-C1,0.65,30.48,935.0,6840,26,0.0,0,Minor Style Revision,57.0,0.650596491,0
2015-01-01,Q1,Stitching Unit,Thursday,Line-S3,0.75,28.08,800.5,6900,45,0.0,0,No Style Change,57.5,0.753683478,0
2015-02-01,Q1,Stitching Unit,Sunday,Line-Q1,0.75,29.12,1252.5,6960,45,0.0,0,No Style Change,58.0,0.750593103,0
2015-02-18,Q3,Finishing & Quality,Wednesday,Line-Q2,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.64025,0
2015-01-21,Q3,Stitching Unit,Wednesday,Line-C2,0.8,25.9,800.5,7470,38,0.0,0,No Style Change,56.5,0.800436542,0
2015-01-19,Q3,Stitching Unit,Monday,Line-P1,0.7,14.89,1252.5,10260,50,0.0,0,No Style Change,57.0,0.700170388,0
2015-02-10,Q2,Finishing & Quality,Tuesday,Line-F1,0.7,4.15,1039.0,1800,0,0.0,0,No Style Change,15.0,0.796755556,0
2015-02-18,Q3,Finishing & Quality,Wednesday,Line-F1,0.75,5.13,1039.0,960,0,0.0,0,No Style Change,8.0,0.734645833,0
2015-01-14,Q2, Finishing & Quality ,Wednesday,Line-S2,0.8,3.94,1039.0,1260,0,0.0,0,No Style Change,8.0,0.247316017,0
2015-02-23,Q4,Finishing & Quality,Monday,Line-C2,0.7,5.13,1039.0,960,0,0.0,0,No Style Change,8.0,0.930416667,0
2015-02-15,Q3,Finishing & Quality,Sunday,Line-F2,0.75,4.15,1039.0,240,0,0.0,0,No Style Change,2.0,0.760833333,0
2015-02-03,Q1,Stitching Unit,Tuesday,Line-F2,0.6,30.1,800.5,6960,0,0.0,0,No Style Change,58.0,0.415172414,0
2015-02-18,Q3,Finishing & Quality,Wednesday,Line-P2,0.8,5.13,1039.0,1200,0,0.0,0,No Style Change,10.0,0.9918,0
2015-01-31,Q5, Finishing & Quality ,Saturday,Line-Q1,0.75,3.94,1039.0,240,0,0.0,0,No Style Change,2.0,0.971866667,0
2015-02-17,Q3,Finishing & Quality,Tuesday,Line-S3,0.5499999999999998,5.13,1039.0,1800,0,0.0,0,No Style Change,15.0,0.7866,0
2015-02-14,Q2,Stitching Unit,Saturday,Line-S2,0.8,22.52,800.5,3660,63,0.0,0,No Style Change,57.0,0.80037492,0
2015-03-11,Q2,Finishing & Quality,Wednesday,Line-S2,0.75,3.9,1039.0,1920,0,0.0,0,No Style Change,8.0,0.819270833,0
2015-03-09,Q2,Finishing & Quality,Monday,Line-S3,0.8,4.6,1039.0,0,1440,0.0,0,No Style Change,12.0,0.795416667,0
2015-01-26,Q4, Finishing & Quality ,Monday,Line-F2,0.7,4.15,1039.0,2700,0,0.0,0,No Style Change,15.0,0.959191919,0
2015-01-31,Q5, Finishing & Quality ,Saturday,Line-F3,0.6,3.94,1039.0,1200,0,0.0,0,No Style Change,10.0,0.971866667,0
2015-03-02,Q1,Stitching Unit,Monday,Line-F2,0.65,27.48,800.5,6720,34,0.0,0,No Style Change,56.0,0.700903571,0
2015-01-13,Q2,Stitching Unit,Tuesday,Line-P2,0.8,11.61,1063.0,5670,50,0.0,0,No Style Change,31.5,0.800246753,0
2015-03-03,Q1,Stitching Unit,Tuesday,Line-F2,0.7,27.48,800.5,6840,30,0.0,0,No Style Change,57.0,0.700659649,0
2015-01-12,Q2, Finishing & Quality ,Monday,Line-C1,0.8,2.9,1039.0,1440,0,0.0,0,No Style Change,8.0,0.648106061,0
